10000   0.000000
20000   0.000000
30000   0.000000
40000   0.000000
50000   0.010000
60000   0.000000
70000   0.000000
80000   0.000000
90000   0.000000
100000  0.010000
110000  0.000000
120000  0.010000
130000  0.010000
140000  0.010000
150000  0.000000
160000  0.000000
170000  0.010000
180000  0.020000
190000  0.010000
200000  0.010000
210000  0.000000
220000  0.010000
230000  0.010000
240000  0.020000
250000  0.000000
260000  0.010000
270000  0.020000
280000  0.020000
290000  0.010000
300000  0.020000
310000  0.010000
320000  0.010000
330000  0.020000
340000  0.010000
350000  0.030000
360000  0.020000
370000  0.020000
380000  0.010000
390000  0.010000
400000  0.020000
410000  0.010000
420000  0.020000
430000  0.010000
440000  0.020000
450000  0.010000
460000  0.010000
470000  0.010000
480000  0.020000
490000  0.010000
500000  0.020000
510000  0.000000
520000  0.010000
530000  0.030000
540000  0.020000
550000  0.010000
560000  0.010000
570000  0.020000
580000  0.020000
590000  0.020000
600000  0.010000
610000  0.020000
620000  0.010000
630000  0.020000
640000  0.030000
650000  0.020000
660000  0.010000
670000  0.020000
680000  0.020000
690000  0.020000
700000  0.020000
710000  0.040000
720000  0.030000
730000  0.040000
740000  0.040000
750000  0.030000
760000  0.030000
770000  0.030000
780000  0.030000
790000  0.030000
800000  0.030000
810000  0.040000
820000  0.030000
830000  0.040000
840000  0.030000
850000  0.010000
860000  0.010000
870000  0.020000
880000  0.020000
890000  0.020000
900000  0.010000
910000  0.020000
920000  0.030000
930000  0.010000
940000  0.020000
950000  0.020000
960000  0.030000
970000  0.010000
980000  0.020000
990000  0.030000
1000000 0.020000
